200	1.827813
201	1.943331
202	1.962220
203	2.000570
204	1.929574
205	1.803314
206	1.999243
207	1.827431
208	2.052835
209	1.972484
210	1.905227
211	2.127452
212	2.061133
213	2.037646
214	1.941959
215	2.032464
216	2.068356
217	2.109292
218	2.289120
219	1.717531
220	1.984412
221	1.723305
222	2.160343
223	2.034434
224	1.868165
225	1.932638
226	2.051014
227	2.000175
228	1.931633
229	2.077468
230	1.986797
231	2.091558
232	1.948317
233	2.413090
234	1.867218
235	2.123160
236	2.118541
237	2.079069
238	1.929476
239	2.138371
240	1.770344
241	1.928747
242	1.964687
243	1.798460
244	1.826228
245	1.824720
246	1.961887
247	1.874528
248	1.967641
249	2.109473
250	1.765894
251	2.131107
252	2.028372
253	2.108970
254	1.954815
255	2.085151
256	1.989912
257	1.938917
258	1.999810
259	2.096247
260	2.143854
261	1.818485
262	2.064125
263	2.067489
264	1.978768
265	1.868882
266	1.955458
267	1.881824
268	1.928642
269	1.891266
270	2.106248
271	1.928607
272	1.972137
273	1.827487
274	2.176735
275	1.924667
276	2.389109
277	1.809106
278	2.136944
279	2.074877
280	1.885284
281	1.899090
282	2.004519
283	1.983003
284	2.101018
285	2.113018
286	1.914328
287	1.765117
288	1.923268
289	1.941733
290	2.110360
291	1.945713
292	2.004682
293	1.904279
294	1.891800
295	2.044734
296	1.756647
297	1.869334
298	2.014954
299	2.272691
300	1.985872
301	2.055028
302	2.010440
303	2.032570
304	2.292315
305	1.964286
306	1.963808
307	2.017118
308	2.076369
309	1.829918
310	1.789788
311	2.252685
312	2.028437
313	2.044816
314	1.961914
315	2.110731
316	2.293919
317	1.886083
318	1.934979
319	1.833722
320	1.997220
321	1.853326
322	2.214192
323	1.968560
324	2.051462
325	2.026734
326	1.783311
327	1.936364
328	1.922719
329	2.072530
330	1.895488
331	2.027560
332	2.067485
333	1.860581
334	1.833370
335	2.020190
336	1.976388
337	1.866557
338	1.880017
339	2.070844
340	1.892676
341	1.885465
342	1.788275
343	1.844136
344	1.766927
345	2.108779
346	2.048363
347	1.930075
348	2.020155
349	1.991753
350	1.965703
351	2.079426
352	1.976512
353	2.115016
354	1.805698
355	1.807381
356	1.958369
357	2.018619
358	1.954664
359	1.942347
360	1.892501
361	2.017008
362	2.021778
363	1.850491
364	2.099193
365	1.925651
366	2.032031
367	2.106614
368	2.218022
369	2.157453
370	1.942179
371	1.800722
372	2.045437
373	1.858501
374	1.953171
375	2.045429
376	1.921971
377	1.983880
378	1.958155
379	1.899357
380	1.911814
381	1.762429
382	1.906526
383	1.786465
384	1.942032
385	2.101231
386	2.147003
387	2.175507
388	1.943019
389	1.993970
390	2.174356
391	1.989261
392	2.058324
393	1.923420
394	1.945260
395	2.150891
396	1.860171
397	2.102118
398	2.005894
399	1.993271
400	1.974262
401	1.836701
402	2.118319
403	1.862256
404	1.828801
405	1.907766
406	2.108305
407	1.930344
408	2.237113
409	2.023196
410	1.940869
411	1.857418
412	1.899143
413	2.352590
414	2.057260
415	1.979168
416	1.939334
417	1.990490
418	1.914327
419	1.947605
420	1.878284
421	2.046261
422	1.809361
423	1.796682
424	2.024190
425	1.957652
426	1.836408
427	1.940784
428	1.965964
429	1.895297
430	1.907297
431	2.142482
432	1.958340
433	2.194056
434	1.950062
435	2.044258
436	2.187713
437	2.035484
438	1.880343
439	2.090894
440	1.908113
441	1.996705
442	1.957445
443	2.285344
444	2.076791
445	1.846428
446	1.867891
447	2.003387
448	2.111319
449	1.827364
450	1.844881
451	1.928199
452	1.887568
453	1.915497
454	1.991665
455	1.827507
456	1.842496
457	1.819437
458	1.855253
459	2.150304
460	1.994576
461	2.072969
462	1.845814
463	1.876598
464	1.838256
465	2.158457
466	1.855330
467	1.803661
468	1.860839
469	2.008010
470	1.843047
471	2.325623
472	1.986502
473	1.908805
474	2.024932
475	2.159353
476	1.831241
477	2.293747
478	1.904462
479	1.899763
480	2.135211
481	2.068256
482	1.832603
483	1.748528
484	1.932796
485	2.214920
486	2.013985
487	2.063055
488	2.005414
489	2.549798
490	2.109579
491	2.136499
492	1.996400
493	1.828177
494	1.960059
495	1.957642
496	2.131820
497	1.902726
498	2.085623
499	2.112338
500	1.898555
501	1.852138
502	1.927947
503	2.067666
504	2.036285
505	1.869327
506	1.813470
507	1.803883
508	1.953158
509	1.931898
510	1.880632
511	1.995891
512	1.927330
513	1.880262
514	1.928327
515	1.948288
516	2.151379
517	1.891860
518	1.904468
519	1.968863
520	2.019091
521	2.099458
522	2.171520
523	1.942177
524	2.067954
525	2.129307
526	1.836239
527	1.945074
528	1.839868
529	1.816406
530	2.085500
531	2.348995
532	1.822241
533	1.867555
534	1.856979
535	2.224609
536	2.180547
537	2.020473
538	2.006131
539	1.956037
540	1.958879
541	1.974625
542	1.914964
543	2.000611
544	2.168089
545	2.157084
546	1.946512
547	2.142387
548	2.059011
549	1.954355
550	1.739186
551	1.880699
552	2.120053
553	1.835291
554	2.079668
555	2.150745
556	2.074377
557	1.929679
558	1.895759
559	1.801195
560	1.917508
561	1.997257
562	1.844631
563	1.902861
564	1.984618
565	1.963298
566	1.813759
567	1.955320
568	2.274867
569	1.921380
570	2.042565
571	1.915674
572	1.933715
573	1.938249
574	1.904514
575	1.997762
576	1.819226
577	1.913228
578	1.856983
579	1.901605
580	1.862454
581	1.949853
582	2.003476
583	2.229572
584	1.812260
585	1.884038
586	2.035444
587	2.146553
588	2.467889
589	2.216721
590	2.058296
591	1.909199
592	1.997143
593	1.895300
594	1.930323
595	1.977630
596	2.059792
597	1.973795
598	2.081078
599	2.021123
600	1.835531
601	1.976270
602	1.815589
603	1.998085
604	2.485795
605	1.897208
606	1.815192
607	2.015708
608	1.903675
609	1.940753
610	2.233627
611	2.050954
612	2.165365
613	1.946881
614	2.186737
615	1.989280
616	1.780249
617	2.067527
618	2.052659
619	2.280072
620	1.909888
621	2.000306
622	2.257737
623	1.938081
624	2.060144
625	1.932949
626	2.242177
627	1.843379
628	1.978802
629	2.063596
630	2.269110
631	1.816771
632	1.870427
633	1.914448
634	2.025939
635	1.842440
636	1.872174
637	1.940168
638	2.094290
639	2.130060
640	2.147399
641	1.800142
642	2.079783
643	1.877561
644	2.276525
645	1.893703
646	1.947379
647	1.867394
648	2.133285
649	1.892323
650	1.961553
651	2.024151
652	2.041081
653	2.071079
654	1.944256
655	1.862751
656	1.961421
657	1.957146
658	2.120246
659	1.951567
660	1.890572
661	2.045689
662	1.960468
663	1.900707
664	2.086636
665	1.865583
666	2.021068
667	1.901974
668	1.925876
669	2.045976
670	1.913862
671	1.907854
672	1.779466
673	1.964645
674	1.799608
675	1.909966
676	2.167608
677	1.904265
678	1.971115
679	1.762480
680	1.743777
681	1.934716
682	1.793440
683	2.483635
684	1.784915
685	2.054551
686	2.017062
687	1.951166
688	2.038082
689	2.141006
690	2.187900
691	2.068971
692	2.181962
693	1.940605
694	2.075786
695	1.986201
696	2.018011
697	1.755770
698	1.961724
699	1.963715
700	1.915646
701	2.047872
702	1.874320
703	2.329545
704	1.957732
705	2.162320
706	2.174460
707	1.970346
708	1.973076
709	1.903897
710	2.111650
711	2.180090
712	2.049465
713	1.952822
714	1.921947
715	1.973072
716	1.932281
717	2.033488
718	2.004023
719	1.963073
720	2.129532
721	1.936510
722	1.947137
723	2.048829
724	1.841531
725	1.972817
726	1.938386
727	2.009531
728	2.080828
729	1.902976
730	1.807822
731	1.979920
732	2.027539
733	2.006386
734	1.953000
735	1.836325
736	1.997606
737	1.858507
738	1.949524
739	1.861987
740	1.801962
741	1.953897
742	2.024921
743	1.985549
744	2.255058
745	1.846600
746	1.897399
747	2.159096
748	1.812115
749	1.879532
750	1.894407
751	1.936664
752	1.852357
753	1.904446
754	1.933214
755	1.923200
756	1.882257
757	2.215298
758	1.986654
759	1.925461
760	1.891777
761	2.179568
762	1.916891
763	1.961903
764	2.019528
765	2.063170
766	2.153929
767	1.849373
768	1.792890
769	1.946534
770	2.061107
771	2.472105
772	1.996946
773	1.926090
774	1.966163
775	2.021137
776	2.018008
777	2.299250
778	1.896197
779	2.165633
780	1.937522
781	2.024726
782	1.953274
783	1.819789
784	1.960273
785	2.002587
786	1.938243
787	1.835843
788	2.007736
789	1.793997
790	2.093407
791	1.839156
792	1.899458
793	2.012007
794	1.870213
795	2.025880
796	1.881056
797	1.914150
798	1.814381
799	1.913843
800	2.195167
801	1.700971
802	2.316144
803	1.883685
804	1.962063
805	1.966196
806	1.877612
807	1.922226
808	1.928257
809	2.008230
810	1.981701
811	2.062524
812	1.958787
813	2.015296
814	1.815693
815	1.843834
816	1.950066
817	1.885623
818	1.867894
819	1.806776
820	1.892523
821	2.085376
822	1.937537
823	1.850345
824	1.984086
825	2.103815
826	1.975725
827	2.039357
828	2.007758
829	2.045742
830	1.938509
831	1.770658
832	1.882124
833	1.926921
834	1.931157
835	1.925620
836	1.911082
837	1.960995
838	2.000849
839	1.978482
840	2.012853
841	1.926573
842	1.910950
843	2.186276
844	1.801976
845	1.888449
846	1.882916
847	1.983003
848	2.014020
849	1.949091
850	1.927146
851	2.059690
852	2.039122
853	1.886900
854	1.972943
855	1.891244
856	1.874084
857	2.032706
858	2.016819
859	1.879488
860	1.874812
861	1.954860
862	1.985956
863	1.889480
864	2.142120
865	1.943874
866	2.068172
867	2.011387
868	2.029552
869	1.971250
870	2.146086
871	2.049068
872	1.908405
873	1.835586
874	2.035789
875	1.821577
876	1.910110
877	2.184092
878	1.901041
879	2.018253
880	2.058490
881	1.924408
882	2.016961
883	2.023700
884	2.034409
885	1.891491
886	1.857265
887	2.228727
888	2.083720
889	2.208907
890	2.075514
891	2.044384
892	1.975052
893	1.977516
894	1.949069
895	1.907795
896	1.742136
897	2.008658
898	2.019635
899	2.067130
900	1.955883
901	1.864025
902	2.008497
903	1.791352
904	1.857387
905	1.871775
906	2.039310
907	1.803702
908	2.038234
909	2.032372
910	2.210390
911	1.899034
912	2.469215
913	2.041050
914	1.978301
915	2.023986
916	2.089436
917	2.015654
918	2.108947
919	1.812719
920	1.934680
921	1.886113
922	1.947793
923	1.901631
924	1.977301
925	1.905682
926	1.827982
927	1.812634
928	2.247862
929	1.902400
930	2.001784
931	1.973170
932	2.183378
933	2.037307
934	1.988319
935	1.867803
936	1.799200
937	1.991830
938	1.947145
939	2.097369
940	1.942104
941	2.050833
942	1.987970
943	2.069726
944	2.016031
945	1.966602
946	1.886332
947	2.175066
948	1.994981
949	1.971197
950	1.990991
951	1.848245
952	1.961294
953	1.953735
954	1.964459
955	1.997833
956	2.011968
957	2.185558
958	2.035254
959	2.022523
960	2.045407
961	2.009432
962	1.980134
963	2.144006
964	2.222649
965	1.921563
966	1.987802
967	2.066359
968	1.846926
969	2.220816
970	1.983048
971	2.055924
972	1.845518
973	1.838818
974	2.017905
975	2.072576
976	1.886910
977	1.788625
978	1.777670
979	1.958743
980	1.890063
981	1.967147
982	2.132679
983	1.966431
984	1.925292
985	1.970472
986	2.007949
987	1.867346
988	2.053707
989	2.445304
990	2.018694
991	1.845611
992	2.108914
993	1.853360
994	1.919809
995	1.920472
996	2.008984
997	1.941108
998	1.992428
999	1.936450
